Frequency [Hz],Re(Z) [kOhm],Im(Z) [kOhm]
1000019.3,0.032370571,-0.005363529200000001
791679.5,0.03269282900000001,-0.004604090700000001
626757.69,0.032929256000000004,-0.004023266300000001
496191.31,0.033165344,-0.0035779052
392831.94,0.033368042,-0.0033041661000000003
310996.03,0.033541992,-0.0031422091
246210.89,0.033740295000000003,-0.0030544958000000002
194921.83,0.034006680000000004,-0.0031055155000000003
154316.38,0.034280396000000005,-0.0032306138999999997
122167.95,0.034613242999999995,-0.0033825116
96718.727,0.034955967000000004,-0.0036637688000000002
76572.25,0.035342556000000004,-0.004017713500000001
60615.219,0.035778152,-0.0044155436
47988.27,0.036327366,-0.0048981338
37998.035,0.036905411,-0.0054360942999999995
30078.119,0.037593314999999995,-0.006055794200000001
23808.59,0.038353401,-0.0067556229
18847.65,0.039227364,-0.007511821300000001
14921.873,0.040101643000000006,-0.008343873
11816.404,0.041065369,-0.0092599125
9376.8232,0.042068386,-0.010365355
7540.0542,0.043016365,-0.011462274000000001
5965.6943,0.044050983,-0.012906375000000001
4641.4805,0.045160858,-0.014758427
3673.8215,0.046133286,-0.016971622
2909.0715,0.047119545000000006,-0.019715128000000002
2302.7881,0.048085369,-0.023282887
1823.2465,0.049133091000000004,-0.027829473
1443.6169,0.050263247999999996,-0.033572697
1142.4421,0.051604729,-0.040843899
904.70905,0.053229281999999996,-0.049896015
716.14233,0.055253414,-0.061235565000000006
566.99585,0.057948437,-0.07530146
448.99432,0.061377312,-0.09277810700000001
355.34128,0.065986038,-0.11432766
281.35031,0.072088905,-0.14073659000000002
222.79024,0.08023584,-0.1732531
176.29787,0.091453461,-0.2128806
139.59779,0.10652135,-0.26068271
110.53085,0.12709283999999998,-0.31842377
87.453423,0.15501323,-0.38772034000000005
69.268494,0.19237228,-0.46946622000000005
54.842007,0.24273479,-0.5646736499999999
43.40276,0.31016180000000004,-0.6737754499999999
34.373028,0.39785739000000003,-0.7963541300000001
27.221216,0.51171548,-0.92861121
21.551697,0.65445428,-1.0692086
17.05788,0.8321956800000001,-1.2081692000000002
13.500898,1.0387253,-1.3356277
10.68741,1.2674165000000002,-1.4512838
8.4642315,1.5067476,-1.5374055000000002
6.7002544,1.7507631,-1.6251971
5.3037996,1.9843442,-1.7030579000000001
4.2002645,2.2007871,-1.7829874000000001
3.324471,2.406114,-1.8897834
2.6331317,2.6361533,-2.0491511
2.0844412,2.8602871,-2.2370825
1.6499459,3.108469,-2.4898665
1.305349,3.4089153000000003,-2.7853196
1.0334028,3.8028574,-3.1435603000000003
0.8182376,4.2553564,-3.5264807
0.64780265,4.8067324,-3.903511
0.51333827,5.4583291,-4.2774321
0.40639266,6.166814500000001,-4.558085
0.32150224,7.0246631,-4.8153081
0.25444552,7.8851836,-4.9787324
0.20143613,8.748834,-5.0852505
0.15949383,9.5409834,-5.1168242
0.12635216,10.127459000000002,-4.7543057
0.10005087,11.171579,-4.887302200000001
