Frequency [Hz],Re(Z) [kOhm],Im(Z) [kOhm]
1000019.3,0.031874044000000004,-0.014047725
791679.5,0.033391281,-0.011838851999999999
626757.69,0.034389584,-0.0099305429
496191.31,0.035087025,-0.0084367895
392831.94,0.035624443,-0.0072984428
310996.03,0.036048874,-0.0064788446
246210.89,0.036477215,-0.005939812200000001
194921.83,0.036960606,-0.005607086200000001
154316.38,0.037466793000000005,-0.0054409055999999996
122167.95,0.038057381,-0.0053757687
96718.727,0.038749157,-0.0053530078
76572.25,0.039484200000000004,-0.0053468547
60615.219,0.040313392999999996,-0.0053105078
47988.27,0.041135139,-0.0052626991
37998.035,0.041976131,-0.0051177378
30078.119,0.042783924,-0.0049691834
23808.59,0.043534466,-0.0047201834
18847.65,0.044174835,-0.004479166000000001
14921.873,0.044782108,-0.004239172
11816.404,0.045281815,-0.0040890241
9376.8232,0.045723286,-0.0039753871
7540.0542,0.046089882000000006,-0.0039410899
5965.6943,0.046432903000000005,-0.0039959266000000005
4641.4805,0.046778557,-0.0041540761
3673.8215,0.047055508,-0.004464624899999999
2909.0715,0.047334908,-0.004910948300000001
2302.7881,0.047643414,-0.0055426531
1823.2465,0.047975536,-0.006361121200000001
1443.6169,0.048323719,-0.0074293423
1142.4421,0.048754723,-0.008824099500000002
904.70905,0.049218361,-0.010502204000000001
716.14233,0.049773670000000006,-0.012599807000000001
566.99585,0.050417664,-0.015227127
448.99432,0.051162407,-0.018348295
355.34128,0.052113888000000004,-0.022219463000000002
281.35031,0.053282082,-0.026960222000000002
222.79024,0.054686394,-0.032781055
176.29787,0.056476627,-0.039839767000000005
139.59779,0.058598751000000004,-0.048459351
110.53085,0.061283165,-0.058931023000000006
87.453423,0.06464280700000001,-0.071727379
69.268494,0.068781059,-0.08721931499999999
54.842007,0.074204483,-0.10610591
43.40276,0.080987381,-0.12910942
34.373028,0.089786171,-0.15685167000000003
27.221216,0.1012466,-0.19066866
21.551697,0.11608076,-0.231411
17.05788,0.13633411,-0.27996106
13.500898,0.16292689999999999,-0.33751431000000004
10.68741,0.19731656,-0.40592581
8.4642315,0.24364479,-0.48375162
6.7002544,0.30357071,-0.57257092
5.3037996,0.37986798,-0.6679860200000001
4.2002645,0.47435339,-0.773703
3.324471,0.5858045,-0.88172156
2.6331317,0.71235333,-0.9920787400000001
2.0844412,0.8486840200000001,-1.1018116
1.6499459,0.99254126,-1.2203832000000001
1.305349,1.1417334000000001,-1.3523081
1.0334028,1.2712747,-1.4913535999999998
0.8182376,1.4277004,-1.6886979
0.64780265,1.6022383,-1.9254384
0.51333827,1.7995527,-2.225314
0.40639266,2.0223578,-2.5710271
0.32150224,2.2916550000000004,-2.9896577000000004
0.25444552,2.6388643000000003,-3.4847097
0.20143613,3.0672568,-4.0129836
0.15949383,3.5898911,-4.5981255
0.12635216,4.2728608,-5.251939500000001
0.10005087,5.0447983,-5.980650400000001
