ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.19580291600000002,0.10038418,0.04118989621051479,0.09752432491654488
7178.175417023392,0.19946466000000002,0.121601632,0.04518783120685932,0.12031331146247146
5684.454610232402,0.20397348,0.148487168,0.050212120746000156,0.14831603857754277
4499.654965705355,0.20973024,0.18209022400000002,0.056582212297308025,0.1828718679973911
3562.5399939518006,0.216984816,0.22401094000000002,0.064677091973929,0.22538334411554234
2821.1145144310894,0.22642210399999999,0.27572061200000003,0.07502038709229879,0.277646915936501
2232.675109530387,0.23889528000000002,0.340542848,0.08836750489316861,0.34207566017148844
1767.7761339624217,0.25566943200000003,0.41956904,0.10563478045777691,0.4210703209213019
1399.8323625510138,0.27834631200000004,0.51730408,0.1281683136751627,0.5179125293072541
1107.7121864710566,0.308893312,0.6369264,0.157918254488762,0.6368544221207342
877.1187830427414,0.349494752,0.78168756,0.19728429577248124,0.7817536018712533
694.4858127100707,0.40428416,0.95763848,0.24991649946930553,0.9581789414262236
549.4860624561613,0.47828452,1.17036424,0.32100535064058794,1.1726831522715522
435.22678375125736,0.5782652,1.4232744,0.4167809915380435,1.4298288918966306
344.58249259864004,0.71335896,1.72317176,0.5470078602867373,1.7373075937059732
272.70758392304185,0.89385204,2.07797948,0.7241625047847888,2.100656437181281
215.97210449287252,1.13536888,2.48151732,0.9629665786192195,2.52096725190898
171.03594441476184,1.4541948400000002,2.94060472,1.2825620381280878,2.997625319857242
135.41330593518637,1.86698488,3.45024488,1.7036796382707193,3.522494400103102
107.17782098763253,2.3981494,3.98769484,2.245097915828556,4.077675501982717
84.82864394733026,3.06537792,4.526144,2.9170945492684885,4.6345975920728
67.15097748380418,3.85106468,5.0212292,3.7153563246322903,5.158707531004254
53.18233499736663,4.7347736000000005,5.4601356,4.615924317860697,5.617813625828142
42.098940000445374,5.676588,5.8069344,5.583016093150579,5.995904329333097
33.324755718944964,6.603595599999999,6.0717752,6.567651147868176,6.296959005495956
26.39104019266801,7.504560400000001,6.3229356,7.5264896589829515,6.549926498921812
20.888267341344626,8.3437228,6.5907084000000005,8.439165343427781,6.802962749295548
16.544454409308806,9.0788632,6.951711599999999,9.297647195856676,7.108621117855263
13.096930321519785,9.8944328,7.4497228,10.122682747312215,7.52045606621746
10.3669158365212,10.6036132,8.1147088,10.943177952712997,8.083148347574655
8.201749657541566,11.5475712,9.0036152,11.801522705865565,8.83523087848547
6.493061289358244,12.5930272,10.1027052,12.741809522768921,9.801622445529738
5.1411384661018875,13.795237199999999,11.4735672,13.821120267730537,11.004347403404555
4.070264092432001,15.222394399999999,13.066060400000001,15.10406287828232,12.456797062775367
3.2253994756769875,17.0680236,14.5949268,16.65575734795033,14.151178066451116
2.553440390257629,19.2484512,16.1938536,18.569380992916056,16.083210234916987
2.020058150593325,21.6570684,18.1565584,20.93293155885467,18.209197100941903
1.5987283527416694,24.439918000000002,20.295334,23.819657916512114,20.441301027990953
1.265660532351117,28.047939600000003,22.8625292,27.294220904568384,22.66160294891878
1.0021292892417988,31.68966,24.8464904,31.385230826717706,24.714156687575542
0.7938940352424042,35.1872148,25.995912,36.05118975465438,26.413069233493776
0.6286381563545348,39.630992,28.200746,41.20338717669931,27.582874719864744
