ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.21019474800000001,0.13966852,0.046281607405446075,0.1267772391635054
7178.175417023392,0.21801310799999998,0.167618592,0.051597381454578914,0.1563774207857909
5684.454610232402,0.227196472,0.202018404,0.05830706986609878,0.19273576597541406
4499.654965705355,0.238287872,0.244455156,0.06685705938790998,0.2375804919770151
3562.5399939518006,0.25141858,0.296569,0.077784791020725,0.2927143317790094
2821.1145144310894,0.267268892,0.360175932,0.0918380646713805,0.3604390525812085
2232.675109530387,0.287361968,0.43839348,0.11010146510137303,0.44383532811748316
1767.7761339624217,0.311487856,0.53436492,0.13390870891265838,0.5459349074023135
1399.8323625510138,0.34246594399999997,0.6523642,0.16522138507654235,0.6708548657773774
1107.7121864710566,0.38230542,0.79621584,0.2068855185099844,0.8238714834528659
877.1187830427414,0.43431328,0.97215608,0.2624197781838433,1.0096032939208923
694.4858127100707,0.50286656,1.1865238,0.3371286193918474,1.2346215655224282
549.4860624561613,0.59582628,1.44697768,0.43847399021445155,1.5063398745049275
435.22678375125736,0.72121248,1.75695252,0.5752269976003518,1.8290313324138752
344.58249259864004,0.888537,2.12770848,0.7607449125623431,2.2099770257408817
272.70758392304185,1.1170305200000001,2.56220384,1.0112453660161502,2.6523972898840875
215.97210449287252,1.42425048,3.06026976,1.3442402868809629,3.1525034461267722
171.03594441476184,1.8321187600000002,3.61574732,1.7802822051302514,3.702997862536137
135.41330593518637,2.3670332,4.2070248,2.337483207123138,4.287208191751351
107.17782098763253,3.05141136,4.7793172,3.026017984096147,4.8794647110609555
84.82864394733026,3.86150392,5.343033999999999,3.8413848747219808,5.448829671083967
67.15097748380418,4.7756668,5.8413260000000005,4.762532370258152,5.968780018751866
53.18233499736663,5.7382856,6.2420152,5.7546603123983395,6.426863131595203
42.098940000445374,6.7285548,6.60769,6.7855306162858495,6.833497040090986
33.324755718944964,7.7103852,6.99479,7.826093806411345,7.2158059472808525
26.39104019266801,8.7108476,7.440256000000001,8.86559785661796,7.612592032572796
20.888267341344626,9.718796000000001,7.950378,9.921106962333667,8.065754347717759
16.544454409308806,10.8445976,8.5429484,11.017938000023662,8.603838116967491
13.096930321519785,12.0349872,9.285937599999999,12.20604169389374,9.245179358963238
10.3669158365212,13.5352812,10.0923996,13.534487569344241,9.984849123228793
8.201749657541566,15.019712799999999,10.8897236,15.057310104248842,10.797968623719239
6.493061289358244,17.0331212,11.7024512,16.809031088798374,11.63020933126861
5.1411384661018875,19.1784588,12.35192,18.81567608612229,12.411263039544663
4.070264092432001,21.4133944,12.846496,21.073239885835196,13.054954823874992
3.2253994756769875,23.826271600000002,13.1177276,23.527035583337508,13.471072151678547
2.553440390257629,26.2951952,13.194023600000001,26.115307411695238,13.591232437090708
2.020058150593325,28.683254,12.909233200000001,28.72667800345948,13.375083930767797
1.5987283527416694,31.075826000000003,12.491201199999999,31.231950819712974,12.831302700903214
1.265660532351117,33.13725,11.8293524,33.531724729094115,12.01182514706092
1.0021292892417988,35.3037772,11.068538,35.559940652602656,10.995283997790382
0.7938940352424042,37.457371200000004,10.319711999999999,37.28417532224892,9.870863982039172
0.6286381563545348,39.3153908,9.408081200000002,38.71449752178803,8.712943387456336
