ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.214848372,0.13959771599999998,0.04500552160291992,0.11939713315289849
7178.175417023392,0.22386882,0.166373612,0.04999296814741755,0.14727779589643478
5684.454610232402,0.234643036,0.198804856,0.0562835869252848,0.1815260142535047
4499.654965705355,0.24731733600000003,0.23847765999999998,0.06429269474197913,0.22377120896501587
3562.5399939518006,0.262238524,0.286642884,0.07451905127572708,0.2757140083288985
2821.1145144310894,0.279504212,0.344730528,0.08765570472588033,0.3395267698068001
2232.675109530387,0.30033590800000004,0.41619691999999997,0.10470669141413025,0.41811843132233506
1767.7761339624217,0.324536864,0.50300016,0.12690331730901552,0.5143561622980609
1399.8323625510138,0.354878784,0.6098494799999999,0.15605520394010322,0.6321371428903177
1107.7121864710566,0.391927032,0.7399722799999999,0.19478520180481287,0.7764637917420218
877.1187830427414,0.4399496,0.9008232,0.2463286306548399,0.9517383522506374
694.4858127100707,0.5014352,1.09635304,0.3155631933487807,1.1642392083409292
549.4860624561613,0.583852,1.3340527199999999,0.40934755014547,1.4210997042509783
435.22678375125736,0.69322784,1.62015272,0.5357370730040222,1.7265799406965623
344.58249259864004,0.83842772,1.9657852800000002,0.7070229443356938,2.0879431476428834
272.70758392304185,1.03845876,2.3730398,0.9381617931082143,2.508866674268025
215.97210449287252,1.30454112,2.844927,1.2453982251427487,2.986742971919081
171.03594441476184,1.666745,3.3810356400000003,1.6480012894481035,3.516143020396331
135.41330593518637,2.14488988,3.9707876,2.163416737070495,4.083315918338721
107.17782098763253,2.75828784,4.5826696,2.8024738095912016,4.666417640231742
84.82864394733026,3.51490724,5.2076063999999995,3.5634057444215945,5.238569191889128
67.15097748380418,4.3980328,5.766972,4.430156864537666,5.776311256847666
53.18233499736663,5.3718292000000005,6.257400400000001,5.374651725427766,6.267939429430382
42.098940000445374,6.4024288,6.739099599999999,6.371597834776107,6.721830805413434
33.324755718944964,7.4765884,7.1178752,7.398298369838138,7.159954924155789
26.39104019266801,8.4996768,7.5602228,8.448430775749282,7.613669326608289
20.888267341344626,9.573868000000001,8.0107804,9.541600930232178,8.116184911460847
16.544454409308806,10.63704,8.58066,10.703334464426394,8.68540305687837
13.096930321519785,11.8946464,9.247074399999999,11.981774519512705,9.327658110889645
10.3669158365212,13.2945732,9.965151200000001,13.419828942235583,10.023847859490218
8.201749657541566,14.981922800000001,10.821850399999999,15.059537387213492,10.733914761048354
6.493061289358244,16.9270392,11.411027200000001,16.914388259806717,11.391436807179971
5.1411384661018875,19.085748,11.999752,18.981806996317584,11.920902412101471
4.070264092432001,21.368732400000003,12.2094208,21.22395462765159,12.24428047180348
3.2253994756769875,23.7434688,12.1440916,23.55603367886114,12.2988862748204
2.553440390257629,25.9550956,11.8076612,25.898464318775172,12.054752794257329
2.020058150593325,28.1472012,11.2628504,28.144225055421337,11.51964415125639
1.5987283527416694,29.970554800000002,10.538707200000001,30.193820318848577,10.744025434203804
1.265660532351117,31.981748,9.705292799999999,31.99066279970896,9.801033201337349
1.0021292892417988,33.5004064,8.844899600000002,33.51283779103948,8.769083672930869
0.7938940352424042,34.726754,7.9532416,34.76432819582299,7.720363441965498
0.6286381563545348,36.1108788,7.014182,35.77536404397306,6.704436475130724
