ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.20323226800000002,0.137313324,0.04734177732712115,0.1326143737234028
7178.175417023392,0.209226608,0.16651553200000002,0.05294290163403775,0.1635693362299187
5684.454610232402,0.21645732,0.2028201,0.06002265025085915,0.20158724921658044
4499.654965705355,0.22538434000000002,0.24813494800000002,0.06905874715081158,0.2484717230128978
3562.5399939518006,0.23695674,0.304525728,0.08062897487724988,0.30610187873453537
2821.1145144310894,0.25109832800000004,0.37407827600000004,0.09553907267256787,0.3768746952270539
2232.675109530387,0.27003570400000004,0.45994984,0.11495975116382487,0.46399470315034896
1767.7761339624217,0.29452005200000003,0.56491072,0.14033696720941474,0.5706048354361611
1399.8323625510138,0.327888976,0.69478764,0.17379905844345667,0.700964337677231
1107.7121864710566,0.37227590800000004,0.85258144,0.21843720368121952,0.8605124448981977
877.1187830427414,0.43227436,1.04372864,0.27808290288346516,1.0539540466210433
694.4858127100707,0.51325496,1.2749202800000001,0.3585033911048359,1.287948982082457
549.4860624561613,0.62495656,1.55270228,0.4677997024237573,1.5698954406458887
435.22678375125736,0.77474992,1.8808806,0.6154663982084969,1.903720284414914
344.58249259864004,0.9792311600000001,2.2612468399999996,0.8158688840959278,2.2961336363681286
272.70758392304185,1.24899732,2.7021516,1.0862589677722996,2.7491361861024437
215.97210449287252,1.60398256,3.1945903199999997,1.4448648837490345,3.256876484062793
171.03594441476184,2.06439208,3.7244778000000003,1.9124422384446291,3.8091522578195636
135.41330593518637,2.64350636,4.2895536000000005,2.505946539471589,4.385568203873414
107.17782098763253,3.36534596,4.8104164,3.232320521354029,4.956599745083815
84.82864394733026,4.1864376000000005,5.3593855999999995,4.081446508067819,5.488639589866658
67.15097748380418,5.0939575999999995,5.7924952,5.025019529297658,5.955103961109732
53.18233499736663,6.0637704,6.208204,6.020922054121913,6.346868056539682
42.098940000445374,7.0245512,6.5242256,7.031043324565374,6.680116213945076
33.324755718944964,7.9581916,6.853238800000001,8.022507571670314,6.989714542649529
26.39104019266801,8.8563212,7.245056,8.982482236950464,7.322792799592111
20.888267341344626,9.724292,7.707038400000001,9.925851638011332,7.729946466899785
16.544454409308806,10.659876,8.3062968,10.876651900167104,8.250956046846577
13.096930321519785,11.6433976,9.035756,11.882732339079547,8.919064383667092
10.3669158365212,12.850662,10.0120536,12.994781849094894,9.750283237878406
8.201749657541566,14.2121876,11.0121368,14.274419521083814,10.747577120099534
6.493061289358244,15.996090800000001,12.2262264,15.777490460260132,11.887831492027429
5.1411384661018875,17.917548800000002,13.3693984,17.567064390627056,13.132328871698396
4.070264092432001,20.178841600000002,14.4435148,19.697034946443598,14.41607008273948
3.2253994756769875,22.6669512,15.5015672,22.187567920892377,15.640999623512053
2.553440390257629,25.530666,16.428082,25.05589200591336,16.703528777827994
2.020058150593325,28.6568808,17.1808008,28.25267313098717,17.479949895615956
1.5987283527416694,31.9532636,17.8246112,31.662465346586984,17.86168913004936
1.265660532351117,35.470906400000004,18.0311856,35.14389592390528,17.787791289271098
1.0021292892417988,38.395214800000005,17.5091408,38.5407873193536,17.25479469161458
0.7938940352424042,40.568220000000004,16.578121200000002,41.70366517530152,16.319407452325933
0.6286381563545348,43.71488,16.218,44.53996821793754,15.074849813509037
