ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.195125044,0.054927148,0.03301818347985846,0.04916948902962861
7178.175417023392,0.19780377200000002,0.06541195600000001,0.034960719151049494,0.06067327718789761
5684.454610232402,0.200833312,0.07863497200000001,0.03738362244780764,0.07481671077103452
4499.654965705355,0.20455315999999998,0.095062232,0.04042835921426936,0.09228214559796315
3562.5399939518006,0.208868652,0.115223276,0.04425755717694134,0.11378780582330245
2821.1145144310894,0.214516264,0.14012018,0.04909212638057345,0.14025729258281777
2232.675109530387,0.22132058799999998,0.17063923600000003,0.055246169555856185,0.17293676370179897
1767.7761339624217,0.229779372,0.207912368,0.06308692732108437,0.21308268385479465
1399.8323625510138,0.24024740800000002,0.253483476,0.07314881196602324,0.2624256441405769
1107.7121864710566,0.253345152,0.30925818,0.08619580184360554,0.32323668542010675
877.1187830427414,0.270043336,0.377074036,0.10313880530918254,0.39765983807926164
694.4858127100707,0.290924468,0.45995656,0.1253685077935724,0.48883962044527846
549.4860624561613,0.31778546,0.56157936,0.15485584093681964,0.6006433890139529
435.22678375125736,0.35277466,0.68475776,0.19394951019488865,0.7362410811031488
344.58249259864004,0.398123168,0.83404932,0.2464372777135648,0.9010021348907555
272.70758392304185,0.45808816,1.016252,0.31730549104440753,1.1000823154274837
215.97210449287252,0.5367746,1.2360238,0.41281238460398945,1.337577390675057
171.03594441476184,0.64199824,1.49884996,0.5418409155830902,1.6186006403922388
135.41330593518637,0.7833838,1.81470192,0.7156023541971873,1.9466108151707302
107.17782098763253,0.9757544400000001,2.18208936,0.9474116894018677,2.322059679398757
84.82864394733026,1.23249672,2.60648048,1.2512199876917578,2.7403217987040933
67.15097748380418,1.57662608,3.08528028,1.6393960891061674,3.19097059122758
53.18233499736663,2.0201172,3.59667236,2.1185569842375687,3.65754486011302
42.098940000445374,2.5771924,4.1151279999999995,2.6888651737421543,4.123154003423383
33.324755718944964,3.24309132,4.6479264,3.3358652222667353,4.570744931339128
26.39104019266801,3.99052956,5.0846532,4.034316730172576,4.993441173765616
20.888267341344626,4.7894932,5.506432,4.759505640929153,5.402635652103464
16.544454409308806,5.5758216,5.8918368,5.484431231645003,5.822034388889101
13.096930321519785,6.3244868,6.3021944,6.201345561741569,6.292094319280674
10.3669158365212,7.0518444,6.8026236,6.911646027149508,6.856411306332578
8.201749657541566,7.7318916,7.4649496,7.6331466531014405,7.5615881797976225
6.493061289358244,8.443687599999999,8.273935600000002,8.39002017922779,8.44682273067393
5.1411384661018875,9.163009599999999,9.388958,9.220780180996579,9.552833472878367
4.070264092432001,9.9645252,10.6965412,10.172233458212885,10.917616220913395
3.2253994756769875,11.0070908,12.463208000000002,11.29492570173128,12.567238679897551
2.553440390257629,12.367109200000002,14.5473292,12.665418745997147,14.543787406452546
2.020058150593325,14.3106708,16.725033200000002,14.367121737977797,16.86862272599665
1.5987283527416694,16.667125199999997,19.1726524,16.491337921678436,19.536391211722496
1.265660532351117,19.4339884,22.2393788,19.151192552088986,22.526495951053622
1.0021292892417988,22.626822400000002,25.691008000000004,22.47175223596967,25.78254880254513
0.7938940352424042,26.7555428,29.4923204,26.56784884783747,29.190226504093125
0.6286381563545348,31.622754,32.7922892,31.557702445001862,32.595076314965056
