ω [rad · s⁻¹],Re(Z) raw,-Im(Z) raw,Re(Z) fit,-Im(Z) fit
9070.512495276142,0.197115432,0.117202652,0.0445887350904673,0.11669551565899461
7178.175417023392,0.201402008,0.14250424,0.04948170075573106,0.14394219957348264
5684.454610232402,0.206801132,0.174427336,0.05565781884234153,0.1774100139537553
4499.654965705355,0.21360752800000002,0.214471604,0.063528130304426,0.21869007363660048
3562.5399939518006,0.222274828,0.264177124,0.07358766240560163,0.2694423317927603
2821.1145144310894,0.23390442,0.32570138400000004,0.08652541868968743,0.3317865351909673
2232.675109530387,0.249961928,0.40235492,0.10334111144713642,0.40856019933910026
1767.7761339624217,0.270980712,0.49623696,0.12526510144083136,0.5025570555456367
1399.8323625510138,0.29978366,0.61091872,0.15410835026607186,0.6175720661806613
1107.7121864710566,0.338191376,0.75063172,0.19250122366287392,0.7584709082392175
877.1187830427414,0.391180388,0.9197356,0.24370275716317555,0.9295186961577507
694.4858127100707,0.46210676,1.1238265200000002,0.3126348197098236,1.1367857001284634
549.4860624561613,0.5572341199999999,1.36845692,0.40624128138100213,1.387126276603043
435.22678375125736,0.6844039199999999,1.65759828,0.5327300475679035,1.6845046283405565
344.58249259864004,0.8578933200000001,1.99534448,0.7046450818184212,2.035640644994417
272.70758392304185,1.09196704,2.37876784,0.937339937464454,2.4434413952886764
215.97210449287252,1.3979688799999999,2.81170752,1.2475924162001804,2.904154563157756
171.03594441476184,1.79218456,3.29002368,1.6552695665485595,3.4103464913215196
135.41330593518637,2.2861162,3.81138988,2.1781315857759274,3.9450958245317223
107.17782098763253,2.90499828,4.3366764,2.8262563461635275,4.481885588424101
84.82864394733026,3.65172828,4.8608192,3.594773768717262,4.9878831565436315
67.15097748380418,4.507745600000001,5.304376400000001,4.460791689379059,5.433495467775986
53.18233499736663,5.42055,5.6917371999999995,5.385001813932549,5.8030133115041505
42.098940000445374,6.3389824,5.9420428,6.3269019250316685,6.104561022265428
33.324755718944964,7.2282808,6.185012800000001,7.246647514342682,6.366862970328084
26.39104019266801,8.0718896,6.4605708,8.121106601583035,6.6351133510394025
20.888267341344626,8.7786924,6.753508399999999,8.952945394756384,6.962323110589806
16.544454409308806,9.418174,7.1184088,9.754834866944671,7.39600097367145
13.096930321519785,10.178792,7.7962,10.561910967273182,7.980977394640279
10.3669158365212,11.1399904,8.754515600000001,11.413253010600275,8.75140780407175
8.201749657541566,12.2280236,9.8564764,12.359085587917134,9.736418330045721
6.493061289358244,13.503296,11.2276268,13.450286384252534,10.949822306800655
5.1411384661018875,14.937084800000001,12.733546,14.752026487746452,12.40233130178293
4.070264092432001,16.6389688,14.481924000000001,16.337822507533048,14.09143654341187
3.2253994756769875,18.7845392,16.2710732,18.278359676695782,15.985300649561502
2.553440390257629,21.4382676,18.1791056,20.672099709996274,18.04903039178619
2.020058150593325,24.214498,20.175166,23.598231906923168,20.196449704137088
1.5987283527416694,27.9253496,22.2737384,27.0994298153315,22.292522820815048
1.265660532351117,31.62925,23.9645196,31.187149544134503,24.177652853253928
1.0021292892417988,35.6689608,25.519674,35.81159115340159,25.67393497211297
0.7938940352424042,40.136292000000005,26.6763224,40.83688266277913,26.61210361259693
0.6286381563545348,44.767552,27.712625199999998,46.08900935221853,26.875470224637496
